pair_key,substance_a_id,substance_b_id,exact_chunk_count,class_level_chunk_count,total_chunk_count,source_count,source_ids,source_titles,exact_chunk_ids,class_level_chunk_ids,all_chunk_ids
ayahuasca|five_meo_dmt,ayahuasca,five_meo_dmt,5,19,24,4,halman_2024;malcolm_2023;ruffell_2020;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Drug-drug interactions involving classic psychedelics: A systematic review | The pharmacological interaction of compounds in ayahuasca: a systematic review",halman_2024::chunk::567a1313706a;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;ruffell_2020::chunk::126e542071d8;ruffell_2020::chunk::6ced3402b1de,malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb,halman_2024::chunk::567a1313706a;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::126e542071d8;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::6ced3402b1de;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb
ayahuasca|guanfacine,ayahuasca,guanfacine,0,19,19,3,malcolm_2023;ruffell_2020;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb,malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb
ayahuasca|iboga,ayahuasca,iboga,0,0,0,0,,,,,
ayahuasca|kambo,ayahuasca,kambo,0,19,19,3,malcolm_2023;ruffell_2020;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb,malcolm_2023::chunk::7f4b184834c1;malcolm_2023::chunk::9dfa64780b09;malcolm_2023::chunk::b08b385b2756;malcolm_2023::chunk::d8148a2d31f5;ruffell_2020::chunk::4d81ee9141cb;ruffell_2020::chunk::62003914ce28;ruffell_2020::chunk::a4850c6e2767;ruffell_2020::chunk::b04afb49b95d;ruffell_2020::chunk::c9dff5ca1f0d;ruffell_2020::chunk::e8d5573b16a8;ruffell_2023::chunk::0b7f36d19a2e;ruffell_2023::chunk::0e15604b8ed4;ruffell_2023::chunk::0eebffeda8b5;ruffell_2023::chunk::18a36bc3f3a4;ruffell_2023::chunk::32fb906025f6;ruffell_2023::chunk::50c6242e77d9;ruffell_2023::chunk::52213b64ffee;ruffell_2023::chunk::9603179454b2;ruffell_2023::chunk::e9b72429f8eb
ayahuasca|ketamine,ayahuasca,ketamine,0,0,0,0,,,,,
ayahuasca|lamotrigine,ayahuasca,lamotrigine,0,0,0,0,,,,,
ayahuasca|lithium,ayahuasca,lithium,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
ayahuasca|lsd,ayahuasca,lsd,4,3,6,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",halman_2024::chunk::567a1313706a;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::567a1313706a;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;schmid_2015_a::chunk::ffa7efc60709
ayahuasca|maoi_pharma,ayahuasca,maoi_pharma,32,14,46,4,gillman_2023;malcolm_2023;ruffell_2020;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Monoamine oxidase inhibitors and clinically relevant drug interactions | The pharmacological interaction of compounds in ayahuasca: a systematic review",malcolm_2023::chunk::0ed5320758d9;malcolm_2023::chunk::4aab16b012f6;malcolm_2023::chunk::699040526153;malcolm_2023::chunk::6b3eb05cda6e;malcolm_2023::chunk::8dac71652896;malcolm_2023::chunk::8e716dc33a06;malcolm_2023::chunk::c4538f807e92;malcolm_2023::chunk::e6661bd2025a;ruffell_2020::chunk::01a5376af045;ruffell_2020::chunk::0287aacc6b5c;ruffell_2020::chunk::126e542071d8;ruffell_2020::chunk::20a0626688c3;ruffell_2020::chunk::3dd1f6f3ef53;ruffell_2020::chunk::4c40bc35dfa3;ruffell_2020::chunk::4c580e6cc049;ruffell_2020::chunk::5e73d18c2cdd;ruffell_2020::chunk::64320335010d;ruffell_2020::chunk::6ced3402b1de;ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::731da928b0a0;ruffell_2020::chunk::96e3e3cc0abb;ruffell_2020::chunk::9ef79e66df4b;ruffell_2020::chunk::b15c0762ccb4;ruffell_2020::chunk::bb600259c5d3;ruffell_2020::chunk::c6009e6820d4;ruffell_2020::chunk::d5390e0d6896;ruffell_2020::chunk::d53e95f1054c;ruffell_2020::chunk::da4cb62ca6d2;ruffell_2020::chunk::ddc0bf461eca;ruffell_2020::chunk::e32c5e70b313;ruffell_2023::chunk::630e92c37e57;ruffell_2023::chunk::a021280a41ca,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::0ed5320758d9;malcolm_2023::chunk::4aab16b012f6;malcolm_2023::chunk::699040526153;malcolm_2023::chunk::6b3eb05cda6e;malcolm_2023::chunk::8dac71652896;malcolm_2023::chunk::8e716dc33a06;malcolm_2023::chunk::c4538f807e92;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721;malcolm_2023::chunk::e6661bd2025a;ruffell_2020::chunk::01a5376af045;ruffell_2020::chunk::0287aacc6b5c;ruffell_2020::chunk::126e542071d8;ruffell_2020::chunk::20a0626688c3;ruffell_2020::chunk::3dd1f6f3ef53;ruffell_2020::chunk::4c40bc35dfa3;ruffell_2020::chunk::4c580e6cc049;ruffell_2020::chunk::5e73d18c2cdd;ruffell_2020::chunk::64320335010d;ruffell_2020::chunk::6ced3402b1de;ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::731da928b0a0;ruffell_2020::chunk::96e3e3cc0abb;ruffell_2020::chunk::9ef79e66df4b;ruffell_2020::chunk::b15c0762ccb4;ruffell_2020::chunk::bb600259c5d3;ruffell_2020::chunk::c6009e6820d4;ruffell_2020::chunk::d5390e0d6896;ruffell_2020::chunk::d53e95f1054c;ruffell_2020::chunk::da4cb62ca6d2;ruffell_2020::chunk::ddc0bf461eca;ruffell_2020::chunk::e32c5e70b313;ruffell_2023::chunk::630e92c37e57;ruffell_2023::chunk::a021280a41ca
ayahuasca|mdma,ayahuasca,mdma,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
ayahuasca|mescaline_peyote,ayahuasca,mescaline_peyote,5,0,5,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,halman_2024::chunk::567a1313706a;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e5b84c172cc9;halman_2024::chunk::e7863b8670d9,,halman_2024::chunk::567a1313706a;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e5b84c172cc9;halman_2024::chunk::e7863b8670d9
ayahuasca|methylphenidate,ayahuasca,methylphenidate,0,0,0,0,,,,,
ayahuasca|nbome_series,ayahuasca,nbome_series,0,0,0,0,,,,,
ayahuasca|ndri_bupropion,ayahuasca,ndri_bupropion,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
ayahuasca|nn_dmt,ayahuasca,nn_dmt,41,5,46,5,halman_2024;malcolm_2023;ruffell_2020;ruffell_2023;waters_2021,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Drug-drug interactions involving classic psychedelics: A systematic review | Pharmacologic Similarities and Differences Among Hallucinogens | The pharmacological interaction of compounds in ayahuasca: a systematic review",halman_2024::chunk::567a1313706a;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::b1296e5e7930;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e5b84c172cc9;halman_2024::chunk::e7863b8670d9;malcolm_2023::chunk::33f243766ef3;malcolm_2023::chunk::699040526153;malcolm_2023::chunk::c4538f807e92;ruffell_2020::chunk::01a5376af045;ruffell_2020::chunk::0287aacc6b5c;ruffell_2020::chunk::126e542071d8;ruffell_2020::chunk::20a0626688c3;ruffell_2020::chunk::31f0f442238c;ruffell_2020::chunk::3dd1f6f3ef53;ruffell_2020::chunk::4c40bc35dfa3;ruffell_2020::chunk::4c580e6cc049;ruffell_2020::chunk::5e73d18c2cdd;ruffell_2020::chunk::64320335010d;ruffell_2020::chunk::6ced3402b1de;ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::731da928b0a0;ruffell_2020::chunk::96e3e3cc0abb;ruffell_2020::chunk::9ef79e66df4b;ruffell_2020::chunk::b15c0762ccb4;ruffell_2020::chunk::b53afc68cb20;ruffell_2020::chunk::bb600259c5d3;ruffell_2020::chunk::c6009e6820d4;ruffell_2020::chunk::d5390e0d6896;ruffell_2020::chunk::d53e95f1054c;ruffell_2020::chunk::da4cb62ca6d2;ruffell_2020::chunk::ddc0bf461eca;ruffell_2020::chunk::e32c5e70b313;ruffell_2023::chunk::630e92c37e57;ruffell_2023::chunk::7ae6b29af2c9;ruffell_2023::chunk::8659abeb54be;ruffell_2023::chunk::92fc199d7035;ruffell_2023::chunk::a021280a41ca;ruffell_2023::chunk::babd5c5da65e;ruffell_2023::chunk::dbdcc8b4b01d;waters_2021::chunk::2989e2761976,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,halman_2024::chunk::567a1313706a;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::b1296e5e7930;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e5b84c172cc9;halman_2024::chunk::e7863b8670d9;malcolm_2023::chunk::33f243766ef3;malcolm_2023::chunk::699040526153;malcolm_2023::chunk::c115fff54eba;malcolm_2023::chunk::c4538f807e92;ruffell_2020::chunk::01a5376af045;ruffell_2020::chunk::0287aacc6b5c;ruffell_2020::chunk::126e542071d8;ruffell_2020::chunk::20a0626688c3;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::31f0f442238c;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::3dd1f6f3ef53;ruffell_2020::chunk::4c40bc35dfa3;ruffell_2020::chunk::4c580e6cc049;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::5e73d18c2cdd;ruffell_2020::chunk::64320335010d;ruffell_2020::chunk::6ced3402b1de;ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::731da928b0a0;ruffell_2020::chunk::96e3e3cc0abb;ruffell_2020::chunk::9ef79e66df4b;ruffell_2020::chunk::b15c0762ccb4;ruffell_2020::chunk::b53afc68cb20;ruffell_2020::chunk::bb600259c5d3;ruffell_2020::chunk::c6009e6820d4;ruffell_2020::chunk::c72b2f73e595;ruffell_2020::chunk::d5390e0d6896;ruffell_2020::chunk::d53e95f1054c;ruffell_2020::chunk::da4cb62ca6d2;ruffell_2020::chunk::ddc0bf461eca;ruffell_2020::chunk::e32c5e70b313;ruffell_2023::chunk::630e92c37e57;ruffell_2023::chunk::7ae6b29af2c9;ruffell_2023::chunk::8659abeb54be;ruffell_2023::chunk::92fc199d7035;ruffell_2023::chunk::a021280a41ca;ruffell_2023::chunk::babd5c5da65e;ruffell_2023::chunk::dbdcc8b4b01d;waters_2021::chunk::2989e2761976
ayahuasca|psilocybin,ayahuasca,psilocybin,6,1,7,3,halman_2024;malcolm_2023;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Drug-drug interactions involving classic psychedelics: A systematic review",halman_2024::chunk::567a1313706a;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;malcolm_2023::chunk::699040526153;ruffell_2023::chunk::a021280a41ca,halman_2024::chunk::3034cb6a7fd1,halman_2024::chunk::3034cb6a7fd1;halman_2024::chunk::567a1313706a;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;malcolm_2023::chunk::699040526153;ruffell_2023::chunk::a021280a41ca
ayahuasca|salvia,ayahuasca,salvia,0,0,0,0,,,,,
ayahuasca|serotonergic_opioids,ayahuasca,serotonergic_opioids,0,0,0,0,,,,,
ayahuasca|snri,ayahuasca,snri,0,0,0,0,,,,,
ayahuasca|ssri,ayahuasca,ssri,2,0,2,1,ruffell_2020,The pharmacological interaction of compounds in ayahuasca: a systematic review,ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::9ef79e66df4b,,ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::9ef79e66df4b
ayahuasca|tobacco_rape,ayahuasca,tobacco_rape,1,1,2,2,ruffell_2023;schmid_2015_a,"Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",ruffell_2023::chunk::75da45ff5309,schmid_2015_a::chunk::39c967e598af,ruffell_2023::chunk::75da45ff5309;schmid_2015_a::chunk::39c967e598af
ayahuasca|tricyclic_ad,ayahuasca,tricyclic_ad,0,0,0,0,,,,,
ayahuasca|two_c_x,ayahuasca,two_c_x,0,0,0,0,,,,,
ayahuasca|yopo,ayahuasca,yopo,0,0,0,0,,,,,
belladonna|belladonna,belladonna,belladonna,0,0,0,0,,,,,
belladonna|benzodiazepines,belladonna,benzodiazepines,0,0,0,0,,,,,
belladonna|beta_blockers,belladonna,beta_blockers,0,0,0,0,,,,,
belladonna|beta_blockers_ccb,belladonna,beta_blockers_ccb,0,0,0,0,,,,,
belladonna|brugmansia,belladonna,brugmansia,0,0,0,0,,,,,
belladonna|calcium_channel_blockers,belladonna,calcium_channel_blockers,0,0,0,0,,,,,
belladonna|cannabis,belladonna,cannabis,0,0,0,0,,,,,
belladonna|clonidine,belladonna,clonidine,0,0,0,0,,,,,
belladonna|clonidine_guanfacine,belladonna,clonidine_guanfacine,0,0,0,0,,,,,
belladonna|cocaine,belladonna,cocaine,0,0,0,0,,,,,
belladonna|dox,belladonna,dox,0,0,0,0,,,,,
belladonna|five_meo_dmt,five_meo_dmt,belladonna,0,0,0,0,,,,,
belladonna|guanfacine,belladonna,guanfacine,0,0,0,0,,,,,
belladonna|iboga,belladonna,iboga,0,0,0,0,,,,,
belladonna|kambo,belladonna,kambo,0,0,0,0,,,,,
belladonna|ketamine,belladonna,ketamine,0,0,0,0,,,,,
belladonna|lamotrigine,belladonna,lamotrigine,0,0,0,0,,,,,
belladonna|lithium,belladonna,lithium,0,1,1,1,gillman_2023,Monoamine oxidase inhibitors and clinically relevant drug interactions,,gillman_2023::chunk::12fd6d056da6,gillman_2023::chunk::12fd6d056da6
belladonna|lsd,lsd,belladonna,0,3,3,2,halman_2024;schmid_2015_a,"Drug-drug interactions involving classic psychedelics: A systematic review | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709,halman_2024::chunk::4400ec57461e;halman_2024::chunk::dfd1bb7a18b8;schmid_2015_a::chunk::ffa7efc60709
belladonna|maoi_pharma,belladonna,maoi_pharma,0,14,14,2,gillman_2023;malcolm_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Monoamine oxidase inhibitors and clinically relevant drug interactions",,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721,gillman_2023::chunk::530406309c44;gillman_2023::chunk::6631e88f6197;gillman_2023::chunk::738ca8bf9095;gillman_2023::chunk::84c1833df1a8;gillman_2023::chunk::91378615dfb3;gillman_2023::chunk::91c975178a34;gillman_2023::chunk::9a2e9c712d52;gillman_2023::chunk::a135d87c557e;gillman_2023::chunk::b8d66db543c2;gillman_2023::chunk::df51155c5328;gillman_2023::chunk::fdb36125c7b2;malcolm_2023::chunk::0a92fbaae0fa;malcolm_2023::chunk::c4baa8d977e4;malcolm_2023::chunk::d5c39ea43721
belladonna|mdma,belladonna,mdma,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa,schmid_2015_a::chunk::18b3b805afe9;schmid_2015_a::chunk::521b031e4bf9;schmid_2015_a::chunk::9851c738946f;schmid_2015_a::chunk::e53d49d98afa
belladonna|mescaline_peyote,mescaline_peyote,belladonna,0,0,0,0,,,,,
belladonna|methylphenidate,belladonna,methylphenidate,0,0,0,0,,,,,
belladonna|nbome_series,belladonna,nbome_series,0,0,0,0,,,,,
belladonna|ndri_bupropion,belladonna,ndri_bupropion,0,4,4,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019,schmid_2015_a::chunk::237b11fcaa84;schmid_2015_a::chunk::45217f0ffa73;schmid_2015_a::chunk::7e2a245a8130;schmid_2015_a::chunk::9519a6b13019
belladonna|nn_dmt,nn_dmt,belladonna,0,5,5,2,malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | The pharmacological interaction of compounds in ayahuasca: a systematic review",,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595,malcolm_2023::chunk::c115fff54eba;ruffell_2020::chunk::2e4b273d12f3;ruffell_2020::chunk::3b2fd0f128a6;ruffell_2020::chunk::52ffeca03d9f;ruffell_2020::chunk::c72b2f73e595
belladonna|psilocybin,psilocybin,belladonna,0,1,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,,halman_2024::chunk::3034cb6a7fd1,halman_2024::chunk::3034cb6a7fd1
belladonna|salvia,salvia,belladonna,0,0,0,0,,,,,
belladonna|serotonergic_opioids,belladonna,serotonergic_opioids,0,0,0,0,,,,,
belladonna|snri,belladonna,snri,0,0,0,0,,,,,
belladonna|ssri,belladonna,ssri,0,0,0,0,,,,,
belladonna|tobacco_rape,belladonna,tobacco_rape,0,1,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",,schmid_2015_a::chunk::39c967e598af,schmid_2015_a::chunk::39c967e598af
belladonna|tricyclic_ad,belladonna,tricyclic_ad,0,0,0,0,,,,,
belladonna|two_c_x,belladonna,two_c_x,0,0,0,0,,,,,
belladonna|yopo,yopo,belladonna,0,0,0,0,,,,,
benzodiazepines|benzodiazepines,benzodiazepines,benzodiazepines,0,0,0,0,,,,,
benzodiazepines|beta_blockers,benzodiazepines,beta_blockers,0,0,0,0,,,,,
benzodiazepines|beta_blockers_ccb,benzodiazepines,beta_blockers_ccb,0,0,0,0,,,,,
benzodiazepines|brugmansia,brugmansia,benzodiazepines,0,0,0,0,,,,,
benzodiazepines|calcium_channel_blockers,benzodiazepines,calcium_channel_blockers,0,0,0,0,,,,,
benzodiazepines|cannabis,cannabis,benzodiazepines,3,0,3,2,cohen_2021;rached_2026,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances,cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;rached_2026::chunk::89e8183c85b8,,cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;rached_2026::chunk::89e8183c85b8
